id	happy	year	age	sex	marital	degree	finrela	health	wtssall
860.0	not too happy	1977.0	25.0	female	never married	lt high school	average	good	0.4941
861.0	not too happy	1977.0	35.0	male	married	bachelor	average	excellent	0.9881
862.0	not too happy	1977.0	32.0	male	married	lt high school	average	excellent	0.9881
863.0	pretty happy	1977.0	45.0	male	married	lt high school	average	good	1.9763
864.0	pretty happy	1977.0	29.0	male	married	high school	above average	good	0.9881
865.0	pretty happy	1977.0	26.0	male	married	high school	above average	excellent	0.9881
866.0	pretty happy	1977.0	30.0	male	never married	lt high school	below average	fair	0.4941
867.0	pretty happy	1977.0	20.0	male	never married	high school	average	excellent	1.4822
868.0	not too happy	1977.0	68.0	male	married	lt high school	below average	fair	0.9881
869.0	pretty happy	1977.0	63.0	male	married	high school	below average	poor	0.9881
870.0	pretty happy	1977.0	51.0	female	married	high school	average	good	0.9881
871.0	pretty happy	1977.0	28.0	female	married	high school	average	excellent	0.4941
872.0	not too happy	1977.0	27.0	male	married	high school	average	excellent	0.4941
873.0	very happy	1977.0	32.0	male	divorced	junior college	far above average	fair	0.4941
874.0	very happy	1977.0	30.0	female	married	graduate	average	excellent	0.9881
875.0	very happy	1977.0	39.0	female	married	high school	average	excellent	0.9881
876.0	very happy	1977.0	40.0	male	married	graduate	above average	good	0.9881
877.0	very happy	1977.0	31.0	male	married	graduate	average	good	0.9881
878.0	very happy	1977.0	41.0	male	married	bachelor	above average	excellent	0.9881
879.0	very happy	1977.0	42.0	male	married	high school	average	good	0.9881
880.0	very happy	1977.0	26.0	female	married	bachelor	average	good	0.9881
881.0	pretty happy	1977.0	38.0	female	married	high school	average	good	0.9881
882.0	pretty happy	1977.0	33.0	male	married	high school	average	good	0.9881
883.0	very happy	1977.0	65.0	female	divorced	high school	average	good	0.9881
884.0	pretty happy	1977.0	53.0	male	married	high school	above average	fair	1.9763
885.0	pretty happy	1977.0	73.0	female	married	lt high school	below average	excellent	0.9881
886.0	pretty happy	1977.0	46.0	male	never married	graduate	average	excellent	0.4941
887.0	very happy	1977.0	53.0	female	married	high school		good	0.9881
888.0	pretty happy	1977.0	42.0	female	married	high school	average	good	0.9881
889.0	pretty happy	1977.0	26.0	male	married	high school	average	good	0.9881
890.0	pretty happy	1977.0	44.0	male	married	high school	average	excellent	1.9763
891.0	very happy	1977.0	39.0	female	married	graduate	above average	excellent	0.9881
892.0	pretty happy	1977.0	42.0	male	married	high school	average	fair	0.9881
893.0	pretty happy	1977.0	42.0	female	married	bachelor	average	good	0.9881
894.0	very happy	1977.0	33.0	male	married	graduate	far above average	excellent	0.9881
895.0	pretty happy	1977.0	20.0	male	never married	high school	average	fair	0.9881
896.0	pretty happy	1977.0	23.0	male	never married	high school	above average	excellent	1.4822
897.0	pretty happy	1977.0	23.0	male	married	high school	average	good	0.9881
898.0	very happy	1977.0	28.0	female	married	high school	below average	excellent	0.9881
899.0	pretty happy	1977.0	51.0	male	divorced	high school	average	good	0.9881
900.0	pretty happy	1977.0	33.0	female	divorced	bachelor	average	excellent	0.4941
901.0	pretty happy	1977.0	23.0	male	never married	high school	above average	excellent	1.4822
902.0	very happy	1977.0	58.0	male	married	bachelor	above average	good	1.4822
903.0	very happy	1977.0	32.0	male	married	lt high school	average	good	0.9881
904.0	not too happy	1977.0	20.0	female	never married	lt high school	below average	excellent	0.4941
905.0	very happy	1977.0	33.0	male	married	high school	above average	excellent	0.9881
906.0	very happy	1977.0	37.0	male	married	high school	average	good	0.9881
907.0	very happy	1977.0	54.0	male	married	lt high school	average	excellent	0.9881
908.0	not too happy	1977.0	27.0	female	married	lt high school	average	excellent	0.9881
909.0	pretty happy	1977.0	65.0	male	married	lt high school	far below average	good	0.9881
910.0	pretty happy	1977.0	54.0	male	never married	graduate	above average	good	0.9881
911.0	pretty happy	1977.0	27.0	male	never married	bachelor	above average	good	0.4941
912.0	very happy	1977.0	50.0	female	married	high school	average	excellent	0.9881
913.0	pretty happy	1977.0	49.0	male	married	lt high school	average	excellent	1.4822
914.0	pretty happy	1977.0	30.0	female	never married	high school	average	excellent	0.9881
915.0	not too happy	1977.0	66.0	male	widowed	high school	average	fair	0.4941
916.0	not too happy	1977.0	54.0	female	widowed	high school	below average	excellent	0.4941
917.0	pretty happy	1977.0	44.0	female	married	high school	average	fair	1.9763
918.0	pretty happy	1977.0	31.0	female	married	high school	above average	excellent	0.9881
919.0	very happy	1977.0	28.0	male	never married	graduate	above average	excellent	0.4941
920.0	pretty happy	1977.0	52.0	female	married	high school	average	good	1.4822
921.0	very happy	1977.0	43.0	female	married	bachelor	above average	excellent	0.9881
922.0	pretty happy	1977.0	55.0	male	married	lt high school	above average	fair	0.9881
923.0	very happy	1977.0	35.0	male	married	high school	above average	good	0.9881
924.0	pretty happy	1977.0	47.0	female	married	high school	below average	excellent	1.4822
925.0	pretty happy	1977.0	25.0	female	married	lt high school	average	excellent	0.9881
926.0	pretty happy	1977.0	42.0	male	married	high school	average	good	0.9881
927.0	pretty happy	1977.0	34.0	male	married	high school	average	good	0.9881
928.0	pretty happy	1977.0	28.0	female	married	high school	above average	good	0.9881
929.0	pretty happy	1977.0	21.0	male	never married	high school	average	excellent	1.9763
930.0	pretty happy	1977.0	63.0	male	married	lt high school	below average	fair	1.4822
931.0	pretty happy	1977.0	45.0	female	married	lt high school	below average	good	0.9881
932.0	very happy	1977.0	25.0	male	married	high school	average	good	0.9881
933.0	pretty happy	1977.0	61.0	female	never married	high school	average	good	1.4822
934.0	pretty happy	1977.0	35.0	female	divorced	high school	below average	excellent	0.4941
935.0	pretty happy	1977.0	33.0	female	married	high school	below average	excellent	0.9881
936.0	very happy	1977.0	48.0	female	never married	high school	above average	excellent	0.4941
937.0	not too happy	1977.0	46.0	male	never married	bachelor	below average	poor	0.4941
938.0	very happy	1977.0	34.0	female	married	bachelor	above average	excellent	0.9881
939.0	very happy	1977.0	25.0	female	married	high school	below average	excellent	0.9881
940.0	very happy	1977.0	36.0	female	married	high school	average	good	0.9881
941.0	pretty happy	1977.0	45.0	male	married	bachelor	above average	excellent	1.9763
942.0	very happy	1977.0	28.0	male	married	high school	far below average	excellent	0.9881
943.0	very happy	1977.0	44.0	male	married	lt high school	average	excellent	1.4822
944.0	pretty happy	1977.0	51.0	male	married	lt high school	above average	good	1.4822
945.0	very happy	1977.0	51.0	male	married	high school	average	excellent	0.9881
946.0	not too happy	1977.0	30.0	female	married	lt high school	average	good	1.4822
947.0	pretty happy	1977.0	73.0	female	never married	lt high school	average	fair	0.4941
948.0	not too happy	1977.0	43.0	male	married	lt high school	below average	fair	1.4822
949.0	pretty happy	1977.0	51.0	male	divorced	high school	above average	good	0.4941
950.0	pretty happy	1977.0	29.0	female	married	lt high school	average	excellent	0.9881
951.0	not too happy	1977.0	34.0	male	separated	lt high school	far above average	fair	1.4822
952.0	not too happy	1977.0	76.0	male	widowed	lt high school	below average	poor	0.4941
953.0	pretty happy	1977.0	72.0	male	married	lt high school	below average	poor	0.9881
954.0	pretty happy	1977.0	53.0	female	married	lt high school	average	good	0.9881
955.0	pretty happy	1977.0	59.0	female	divorced	high school	above average	good	0.9881
956.0	pretty happy	1977.0	60.0	male	widowed	lt high school	far above average	poor	0.4941
957.0	pretty happy	1977.0	40.0	male	married	bachelor	above average	good	0.9881
958.0	very happy	1977.0	61.0	male	married	bachelor	above average	excellent	1.4822
959.0	very happy	1977.0	37.0	male	married	graduate	average	good	0.9881
960.0	pretty happy	1977.0	55.0	female	married	high school	above average	good	1.9763
961.0	very happy	1977.0	48.0	male	married	graduate	average	excellent	0.9881
962.0	very happy	1977.0	60.0	female	married	bachelor	above average	excellent	0.9881
963.0	very happy	1977.0	41.0	female	married	high school	average	excellent	0.9881
964.0	very happy	1977.0	30.0	female	married	bachelor	above average	excellent	0.9881
965.0	pretty happy	1977.0	31.0	female	married	high school	average	good	0.9881
966.0	very happy	1977.0	58.0	male	married	high school	average	fair	0.9881
967.0	not too happy	1977.0	58.0	female	widowed	lt high school	average	good	0.9881
968.0	pretty happy	1977.0	37.0	male	married	high school	above average	excellent	0.9881
969.0	pretty happy	1977.0	60.0	female	separated	high school	below average	fair	0.4941
970.0	very happy	1977.0	24.0	male	married	bachelor	far above average	excellent	0.9881
971.0	pretty happy	1977.0	57.0	male	married	bachelor	above average	excellent	1.4822
972.0	pretty happy	1977.0	29.0	female	divorced	high school	below average	good	0.4941
973.0	pretty happy	1977.0	51.0	female	divorced	high school	average	good	0.9881
974.0	very happy	1977.0	57.0	female	married	high school	below average	excellent	0.9881
975.0	not too happy	1977.0	37.0	male	married	graduate	average	fair	0.4941
976.0	pretty happy	1977.0	44.0	male	separated	bachelor	above average	excellent	0.4941
977.0	pretty happy	1977.0	34.0	female	married	lt high school	average	good	0.9881
978.0	pretty happy	1977.0	70.0	male	widowed	lt high school	average	good	0.4941
979.0	very happy	1977.0	62.0	female	widowed	lt high school	far below average	fair	1.4822
980.0	pretty happy	1977.0	60.0	female	widowed	high school	average	good	0.4941
981.0	pretty happy	1977.0	42.0	female	married	graduate	above average	good	0.9881
982.0	very happy	1977.0	73.0	male	married	lt high school	average	excellent	0.9881
983.0	pretty happy	1977.0	40.0	male	married	junior college	above average	excellent	0.9881
984.0	not too happy	1977.0	73.0	female	widowed	lt high school	above average	excellent	0.4941
985.0	very happy	1977.0	70.0	female	married	lt high school	below average	good	0.9881
986.0	pretty happy	1977.0	36.0	male	married	high school	average	good	0.9881
987.0	very happy	1977.0	27.0	female	married	high school	above average	good	0.9881
988.0	very happy	1977.0	53.0	male	married	bachelor	average	excellent	1.9763
989.0	pretty happy	1977.0	37.0	male	separated	lt high school	average	good	0.4941
990.0	not too happy	1977.0	32.0	female	divorced	junior college	below average	good	0.4941
991.0	very happy	1977.0	40.0	female	married	high school	average	good	0.9881
992.0	pretty happy	1977.0	26.0	female	married	high school	below average	fair	0.9881
993.0	pretty happy	1977.0	39.0	male	never married	bachelor	above average	good	1.4822
994.0	very happy	1977.0	83.0	female	widowed	lt high school	average	fair	1.4822
995.0	pretty happy	1977.0	49.0	male	never married	high school	below average	good	0.4941
996.0	not too happy	1977.0	28.0	male	separated	lt high school	below average	good	0.4941
997.0	pretty happy	1977.0	22.0	female	never married	lt high school	far below average	good	1.4822
998.0	pretty happy	1977.0	65.0	male	married	high school	below average	fair	0.9881
999.0	very happy	1977.0	44.0	female	married	lt high school	average	good	0.9881
1000.0	very happy	1977.0	28.0	female	never married	graduate	above average	good	0.4941
1001.0	very happy	1977.0	52.0	female	widowed	high school	average	excellent	0.4941
1002.0	pretty happy	1977.0	31.0	male	never married	high school	average	good	0.9881
1003.0		1977.0	50.0	female	divorced	graduate	average		0.4941
1004.0	pretty happy	1977.0	49.0	male	married	bachelor	above average	excellent	1.9763
1005.0	very happy	1977.0	58.0	female	married	high school	above average	good	1.4822
1006.0	very happy	1977.0	30.0	female	married	high school	above average	excellent	0.9881
1007.0	pretty happy	1977.0	31.0	male	married	graduate	above average	excellent	0.9881
1008.0	very happy	1977.0	25.0	female	married	high school	above average	excellent	0.9881
1009.0	very happy	1977.0	50.0	female	married	lt high school	average	good	0.9881
1010.0	very happy	1977.0	31.0	female	married	high school	average	good	0.9881
1011.0	pretty happy	1977.0	27.0	male	married	bachelor	below average	good	0.9881
1012.0	not too happy	1977.0	63.0	male	widowed	graduate	far above average	excellent	1.4822
1013.0	pretty happy	1977.0	22.0	male	never married	high school	average	good	0.9881
1014.0	pretty happy	1977.0	29.0	male	married	high school	above average	good	0.9881
1015.0	pretty happy	1977.0	38.0	female	married	high school	above average	excellent	0.9881
1016.0	very happy	1977.0	50.0	male	married	high school	above average	excellent	0.9881
1017.0	very happy	1977.0	37.0	male	divorced	graduate	average	good	0.4941
1018.0	very happy	1977.0	24.0	male	married	high school	below average	good	0.9881
1019.0	pretty happy	1977.0	56.0	female	married	high school	below average	good	0.9881
1020.0	very happy	1977.0	56.0	female	widowed	high school	above average	good	0.9881
1021.0	very happy	1977.0	46.0	male	married	lt high school	far below average	fair	0.9881
1022.0	pretty happy	1977.0	45.0	male	never married	junior college	average	fair	0.4941
1023.0	very happy	1977.0	63.0	male	separated	lt high school	average	excellent	0.4941
1024.0	very happy	1977.0	48.0	male	married	high school	average	excellent	0.9881
1025.0	very happy	1977.0	29.0	female	married	lt high school	average	excellent	0.4941
1026.0	very happy	1977.0	25.0	female	divorced	lt high school	average	excellent	0.9881
1027.0	pretty happy	1977.0	26.0	female	separated	high school	below average	excellent	0.4941
